0 ('/anaconda.py', 'plugin_loaded', 'package_folder')
16705 ('/anaconda_lib/parso/python/errors.py', 'process_comp_for', 'comp_for')
16706 ('/anaconda_lib/parso/python/errors.py', 'process_comp_for', 'comp')
16707 ('/anaconda_lib/parso/python/errors.py', 'search_all_comp_ancestors', 'node')
16708 ('/anaconda_lib/parso/python/errors.py', 'search_all_comp_ancestors', 'has_ancestors')
16709 ('/anaconda_lib/parso/python/errors.py', 'search_all_comp_ancestors', 'child')
16710 ('/anaconda_lib/parso/python/errors.py', 'is_issue', 'namedexpr_test')
16711 ('/anaconda_lib/parso/python/errors.py', 'is_issue', 'exprlist')
16712 ('/anaconda_lib/parso/python/errors.py', 'is_issue', 'search_all')
16713 ('/anaconda_lib/parso/python/errors.py', 'is_issue', 'namelist')
16714 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', '_BLOCK_STMTS')
16715 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', '_STAR_EXPR_PARENTS')
16716 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', '_MAX_BLOCK_SIZE')
16717 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', '_MAX_INDENT_COUNT')
16718 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', 'ALLOWED_FUTURES')
16719 ('/anaconda_lib/parso/python/errors.py', 'module_initializer', '_COMP_FOR_TYPES')
16720 ('/anaconda_lib/parso/python/tokenize.py', 'group', 'choices')
16721 ('/anaconda_lib/parso/python/tokenize.py', 'group', 'kwargs')
16722 ('/anaconda_lib/parso/python/tokenize.py', 'group', 'capture')
16723 ('/anaconda_lib/parso/python/tokenize.py', 'group', 'start')
16724 ('/anaconda_lib/parso/python/tokenize.py', 'maybe', 'choices')
16725 ('/anaconda_lib/parso/python/tokenize.py', 'different_case_versions', 'prefix')
16726 ('/anaconda_lib/parso/python/tokenize.py', 'different_case_versions', 'c')
16727 ('/anaconda_lib/parso/python/tokenize.py', 'different_case_versions', 's')
16728 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'version_info')
16729 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'include_fstring')
16730 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'only_fstring')
16731 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'valid_string_prefixes')
16732 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'result')
16733 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'f')
16734 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 't')
16735 ('/anaconda_lib/parso/python/tokenize.py', '_all_string_prefixes', 'prefix')
16736 ('/anaconda_lib/parso/python/tokenize.py', '_compile', 'expr')
16737 ('/anaconda_lib/parso/python/tokenize.py', '_get_token_collection', 'version_info')
16738 ('/anaconda_lib/parso/python/tokenize.py', '_get_token_collection', 'result')
16739 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'version_info')
16740 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Whitespace')
16741 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'whitespace')
16742 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Comment')
16743 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Name')
16744 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Hexnumber')
16745 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Binnumber')
16746 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Octnumber')
16747 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Decnumber')
16748 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Intnumber')
16749 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Exponent')
16750 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Pointfloat')
16751 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Expfloat')
16752 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Floatnumber')
16753 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Imagnumber')
16754 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Number')
16755 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'possible_prefixes')
16756 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'StringPrefix')
16757 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'StringPrefixWithF')
16758 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'fstring_prefixes')
16759 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'FStringStart')
16760 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Single')
16761 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Double')
16762 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Single3')
16763 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Double3')
16764 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Triple')
16765 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Operator')
16766 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Bracket')
16767 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'special_args')
16768 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Special')
16769 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'Funny')
16770 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'ContStr')
16771 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'pseudo_extra_pool')
16772 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'all_quotes')
16773 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'PseudoExtras')
16774 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'PseudoToken')
16775 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'endpats')
16776 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', '_prefix')
16777 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'single_quoted')
16778 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'triple_quoted')
16779 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'fstring_pattern_map')
16780 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'quote')
16781 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 't')
16782 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'ALWAYS_BREAK_TOKENS')
16783 ('/anaconda_lib/parso/python/tokenize.py', '_create_token_collection', 'pseudo_token_compiled')
16784 ('/anaconda_lib/parso/python/tokenize.py', 'end_pos', 'self')
16785 ('/anaconda_lib/parso/python/tokenize.py', 'end_pos', 'lines')
16786 ('/anaconda_lib/parso/python/tokenize.py', '__repr__', 'self')
16787 ('/anaconda_lib/parso/python/tokenize.py', '__init__', 'self')
16788 ('/anaconda_lib/parso/python/tokenize.py', '__init__', 'quote')
16789 ('/anaconda_lib/parso/python/tokenize.py', 'open_parentheses', 'self')
16790 ('/anaconda_lib/parso/python/tokenize.py', 'open_parentheses', 'character')
16791 ('/anaconda_lib/parso/python/tokenize.py', 'close_parentheses', 'self')
16792 ('/anaconda_lib/parso/python/tokenize.py', 'close_parentheses', 'character')
16793 ('/anaconda_lib/parso/python/tokenize.py', 'allow_multiline', 'self')
16794 ('/anaconda_lib/parso/python/tokenize.py', 'is_in_expr', 'self')
16795 ('/anaconda_lib/parso/python/tokenize.py', 'is_in_format_spec', 'self')
16796 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'fstring_stack')
16797 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'string')
16798 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'line_nr')
16799 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'column')
16800 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'additional_prefix')
16801 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'lstripped_string')
16802 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'len_lstrip')
16803 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'token')
16804 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'fstring_stack_index')
16805 ('/anaconda_lib/parso/python/tokenize.py', '_close_fstring_if_necessary', 'node')
16806 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'endpats')
16807 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'fstring_stack')
16808 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'line')
16809 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'lnum')
16810 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'pos')
16811 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'tos')
16812 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'allow_multiline')
16813 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'regex')
16814 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'match')
16815 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'string')
16816 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'end_match')
16817 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'fstring_stack_node')
16818 ('/anaconda_lib/parso/python/tokenize.py', '_find_fstring_string', 'new_pos')
16819 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize', 'code')
16820 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize', 'version_info')
16821 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize', 'start_pos')
16822 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize', 'lines')
16823 ('/anaconda_lib/parso/python/tokenize.py', 'wrapper', 'args')
16824 ('/anaconda_lib/parso/python/tokenize.py', 'wrapper', 'kwargs')
16825 ('/anaconda_lib/parso/python/tokenize.py', 'wrapper', 'token')
16826 ('/anaconda_lib/parso/python/tokenize.py', '_print_tokens', 'func')
16827 ('/anaconda_lib/parso/python/tokenize.py', 'dedent_if_necessary', 'start')
16828 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'lines')
16829 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'version_info')
16830 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'start_pos')
16831 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'indents')
16832 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'is_first_token')
16833 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'pseudo_token')
16834 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'single_quoted')
16835 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'triple_quoted')
16836 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'endpats')
16837 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'whitespace')
16838 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'fstring_pattern_map')
16839 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'always_break_tokens')
16840 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'paren_level')
16841 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'max_')
16842 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'numchars')
16843 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'contstr')
16844 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'contline')
16845 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'new_line')
16846 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'prefix')
16847 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'additional_prefix')
16848 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'lnum')
16849 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'fstring_stack')
16850 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'pos')
16851 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'line')
16852 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'endmatch')
16853 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'tos')
16854 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'string')
16855 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'rest')
16856 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'fstring_end_token')
16857 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'quote_length')
16858 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'string_line')
16859 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'quote')
16860 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'end_match')
16861 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'end_match_string')
16862 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'fstring_stack_node')
16863 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'pseudomatch')
16864 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'start')
16865 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'spos')
16866 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'token')
16867 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'initial')
16868 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'match')
16869 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'indent_start')
16870 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 't')
16871 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'm')
16872 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'f')
16873 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'endprog')
16874 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'contstr_start')
16875 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'end_pos')
16876 ('/anaconda_lib/parso/python/tokenize.py', 'tokenize_lines', 'indent')
16877 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'token')
16878 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'start_pos')
16879 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'prefix')
16880 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'found')
16881 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'is_illegal')
16882 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'pos')
16883 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'new_found')
16884 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'i')
16885 ('/anaconda_lib/parso/python/tokenize.py', '_split_illegal_unicode_name', 'char')
16886 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'MAX_UNICODE')
16887 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'STRING')
16888 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'NAME')
16889 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'NUMBER')
16890 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'OP')
16891 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'NEWLINE')
16892 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'INDENT')
16893 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'DEDENT')
16894 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'ENDMARKER')
16895 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'ERRORTOKEN')
16896 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'ERROR_DEDENT')
16897 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'FSTRING_START')
16898 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'FSTRING_STRING')
16899 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'FSTRING_END')
16900 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'TokenCollection')
16901 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'BOM_UTF8_STRING')
16902 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', '_token_collection_cache')
16903 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'is_identifier')
16904 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'fstring_string_single_line')
16905 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'fstring_string_multi_line')
16906 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'fstring_format_spec_single_line')
16907 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'fstring_format_spec_multi_line')
16908 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'path')
16909 ('/anaconda_lib/parso/python/tokenize.py', 'module_initializer', 'code')
16910 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'self')
16911 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'start_nonterminal')
16912 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'rule_to_dfas')
16913 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'reserved_syntax_strings')
16914 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'next_dfa')
16915 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'dfa_pushes')
16916 ('/anaconda_lib/parso/pgen2/generator.py', '__repr__', 'self')
16917 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'from_rule')
16918 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'nfa_set')
16919 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'final')
16920 ('/anaconda_lib/parso/pgen2/generator.py', 'add_arc', 'self')
16921 ('/anaconda_lib/parso/pgen2/generator.py', 'add_arc', 'next_')
16922 ('/anaconda_lib/parso/pgen2/generator.py', 'add_arc', 'label')
16923 ('/anaconda_lib/parso/pgen2/generator.py', 'unifystate', 'self')
16924 ('/anaconda_lib/parso/pgen2/generator.py', 'unifystate', 'old')
16925 ('/anaconda_lib/parso/pgen2/generator.py', 'unifystate', 'new')
16926 ('/anaconda_lib/parso/pgen2/generator.py', 'unifystate', 'label')
16927 ('/anaconda_lib/parso/pgen2/generator.py', 'unifystate', 'next_')
16928 ('/anaconda_lib/parso/pgen2/generator.py', '__eq__', 'self')
16929 ('/anaconda_lib/parso/pgen2/generator.py', '__eq__', 'other')
16930 ('/anaconda_lib/parso/pgen2/generator.py', '__eq__', 'label')
16931 ('/anaconda_lib/parso/pgen2/generator.py', '__eq__', 'next_')
16932 ('/anaconda_lib/parso/pgen2/generator.py', 'DFAState_class_initializer', '__hash__')
16933 ('/anaconda_lib/parso/pgen2/generator.py', '__init__', 'value')
16934 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'dfas')
16935 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'changes')
16936 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'state_j')
16937 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'state')
16938 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'j')
16939 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'i')
16940 ('/anaconda_lib/parso/pgen2/generator.py', '_simplify_dfas', 'state_i')
16941 ('/anaconda_lib/parso/pgen2/generator.py', 'addclosure', 'nfa_state')
16942 ('/anaconda_lib/parso/pgen2/generator.py', 'addclosure', 'base_nfa_set')
16943 ('/anaconda_lib/parso/pgen2/generator.py', 'addclosure', 'nfa_arc')
16944 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'start')
16945 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'finish')
16946 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'base_nfa_set')
16947 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'states')
16948 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'arcs')
16949 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'nfa_set')
16950 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'nfa_arc')
16951 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'nfa_state')
16952 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'nested_state')
16953 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'nonterminal_or_string')
16954 ('/anaconda_lib/parso/pgen2/generator.py', '_make_dfas', 'state')
16955 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'start')
16956 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'finish')
16957 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'todo')
16958 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'j')
16959 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'label')
16960 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'next_')
16961 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'i')
16962 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_nfa', 'state')
16963 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_dfas', 'dfas')
16964 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_dfas', 'nonterminal')
16965 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_dfas', 'next_')
16966 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_dfas', 'i')
16967 ('/anaconda_lib/parso/pgen2/generator.py', '_dump_dfas', 'state')
16968 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'bnf_grammar')
16969 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'token_namespace')
16970 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'rule_to_dfas')
16971 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'start_nonterminal')
16972 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'dfas')
16973 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'nfa_a')
16974 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'nfa_z')
16975 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'reserved_strings')
16976 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'transition')
16977 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'terminal_or_nonterminal')
16978 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'next_dfa')
16979 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'dfa_state')
16980 ('/anaconda_lib/parso/pgen2/generator.py', 'generate_grammar', 'nonterminal')
16981 ('/anaconda_lib/parso/pgen2/generator.py', '_make_transition', 'token_namespace')
16982 ('/anaconda_lib/parso/pgen2/generator.py', '_make_transition', 'reserved_syntax_strings')
16983 ('/anaconda_lib/parso/pgen2/generator.py', '_make_transition', 'label')
16984 ('/anaconda_lib/parso/pgen2/generator.py', '_make_transition', 'value')
16985 ('/anaconda_lib/parso/pgen2/generator.py', '_make_transition', 'r')
16986 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'nonterminal_to_dfas')
16987 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'first_plans')
16988 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'nonterminals')
16989 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'nonterminal')
16990 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'transitions')
16991 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'prev_plan')
16992 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'choices')
16993 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'transition')
16994 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'pushes')
16995 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'next_dfa')
16996 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'dfa_state')
16997 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_tree_traversal', 'dfas')
16998 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'nonterminal_to_dfas')
16999 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'first_plans')
17000 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'nonterminal')
17001 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'dfas')
17002 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'new_first_plans')
17003 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'state')
17004 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'transition')
17005 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'next_')
17006 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'first_plans2')
17007 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 't')
17008 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'pushes')
17009 ('/anaconda_lib/parso/pgen2/generator.py', '_calculate_first_plans', 'nonterminal2')
17010 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '__init__', 'self')
17011 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '__init__', 'bnf_grammar')
17012 ('/anaconda_lib/parso/pgen2/grammar_parser.py', 'parse', 'self')
17013 ('/anaconda_lib/parso/pgen2/grammar_parser.py', 'parse', 'a')
17014 ('/anaconda_lib/parso/pgen2/grammar_parser.py', 'parse', 'z')
17015 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_rhs', 'self')
17016 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_rhs', 'a')
17017 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_rhs', 'z')
17018 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_rhs', 'aa')
17019 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_rhs', 'zz')
17020 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_items', 'self')
17021 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_items', 'a')
17022 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_items', 'b')
17023 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_items', 'c')
17024 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_items', 'd')
17025 ('/anaconda_lib/parso/pgen2/grammar_parser.py', '_parse_item', 'self')
