0 ('/anaconda.py', 'plugin_loaded', 'package_folder')
2263 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse', 'self')
2264 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse', 'filelike')
2265 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse', 'filename')
2266 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse', 'src')
2267 ('/anaconda_lib/linting/pydocstyle/parser.py', '__call__', 'self')
2268 ('/anaconda_lib/linting/pydocstyle/parser.py', '__call__', 'args')
2269 ('/anaconda_lib/linting/pydocstyle/parser.py', '__call__', 'kwargs')
2270 ('/anaconda_lib/linting/pydocstyle/parser.py', 'consume', 'self')
2271 ('/anaconda_lib/linting/pydocstyle/parser.py', 'consume', 'kind')
2272 ('/anaconda_lib/linting/pydocstyle/parser.py', 'consume', 'next_token')
2273 ('/anaconda_lib/linting/pydocstyle/parser.py', 'leapfrog', 'self')
2274 ('/anaconda_lib/linting/pydocstyle/parser.py', 'leapfrog', 'kind')
2275 ('/anaconda_lib/linting/pydocstyle/parser.py', 'leapfrog', 'value')
2276 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_docstring', 'self')
2277 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_docstring', 'docstring')
2278 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_decorators', 'self')
2279 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_decorators', 'name')
2280 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_decorators', 'arguments')
2281 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_decorators', 'at_arguments')
2282 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definitions', 'self')
2283 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definitions', 'class_')
2284 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definitions', 'all')
2285 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definitions', 'definition')
2286 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_all', 'self')
2287 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_all', 'all_content')
2288 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'self')
2289 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'start')
2290 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'docstring')
2291 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'children')
2292 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'end')
2293 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'cls')
2294 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'module')
2295 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_module', 'child')
2296 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'self')
2297 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'class_')
2298 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'start')
2299 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'name')
2300 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'parenthesis_level')
2301 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'skipped_error_codes')
2302 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'docstring')
2303 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'decorators')
2304 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'children')
2305 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'end')
2306 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'definition')
2307 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_definition', 'child')
2308 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_skip_comment', 'self')
2309 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_skip_comment', 'skipped_error_codes')
2310 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'self')
2311 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'kind')
2312 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'value')
2313 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'msg')
2314 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'kind_valid')
2315 ('/anaconda_lib/linting/pydocstyle/parser.py', 'check_current', 'value_valid')
2316 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_from_import_statement', 'self')
2317 ('/anaconda_lib/linting/pydocstyle/parser.py', 'parse_from_import_statement', 'is_future_import')
2318 ('/anaconda_lib/linting/pydocstyle/parser.py', '_parse_from_import_source', 'self')
2319 ('/anaconda_lib/linting/pydocstyle/parser.py', '_parse_from_import_source', 'is_future_import')
2320 ('/anaconda_lib/linting/pydocstyle/parser.py', '_parse_from_import_names', 'self')
2321 ('/anaconda_lib/linting/pydocstyle/parser.py', '_parse_from_import_names', 'is_future_import')
2322 ('/anaconda_lib/linting/pydocstyle/parser.py', '_parse_from_import_names', 'expected_end_kinds')
2323 ('/anaconda_lib/linting/pydocstyle/parser.py', 'Parser_class_initializer', 'current')
2324 ('/anaconda_lib/linting/pydocstyle/parser.py', 'Parser_class_initializer', 'line')
2325 ('/anaconda_lib/linting/pydocstyle/parser.py', 'module_initializer', 'nothing')
2326 ('/anaconda_lib/linting/pydocstyle/parser.py', 'module_initializer', '__all__')
2327 ('/anaconda_lib/linting/pydocstyle/parser.py', 'module_initializer', 'VARIADIC_MAGIC_METHODS')
2328 ('/anaconda_lib/linting/pydocstyle/cli.py', 'ReturnCode_class_initializer', 'no_violations_found')
2329 ('/anaconda_lib/linting/pydocstyle/cli.py', 'ReturnCode_class_initializer', 'violations_found')
2330 ('/anaconda_lib/linting/pydocstyle/cli.py', 'ReturnCode_class_initializer', 'invalid_options')
2331 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'conf')
2332 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'run_conf')
2333 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'errors')
2334 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'filename')
2335 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'checked_codes')
2336 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'ignore_decorators')
2337 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'count')
2338 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'error')
2339 ('/anaconda_lib/linting/pydocstyle/cli.py', 'run_pydocstyle', 'exit_code')
2340 ('/anaconda_lib/linting/pydocstyle/cli.py', 'filter', 'self')
2341 ('/anaconda_lib/linting/pydocstyle/cli.py', 'filter', 'record')
2342 ('/anaconda_lib/linting/pydocstyle/cli.py', 'setup_stream_handlers', 'conf')
2343 ('/anaconda_lib/linting/pydocstyle/cli.py', 'setup_stream_handlers', 'stdout_handler')
2344 ('/anaconda_lib/linting/pydocstyle/cli.py', 'setup_stream_handlers', 'stderr_handler')
2345 ('/anaconda_lib/linting/pydocstyle/cli.py', 'module_initializer', '__all__')
2346 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'load_wordlist', 'name')
2347 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'load_wordlist', 'text')
2348 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'load_wordlist', 'line')
2349 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'module_initializer', 'COMMENT_RE')
2350 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'module_initializer', 'stem')
2351 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'module_initializer', 'IMPERATIVE_VERBS')
2352 ('/anaconda_lib/linting/pydocstyle/wordlists.py', 'module_initializer', 'IMPERATIVE_BLACKLIST')
2353 ('/anaconda_lib/linting/pydocstyle/utils.py', 'is_blank', 'string')
2354 ('/anaconda_lib/linting/pydocstyle/utils.py', 'pairwise', 'iterable')
2355 ('/anaconda_lib/linting/pydocstyle/utils.py', 'pairwise', 'default_value')
2356 ('/anaconda_lib/linting/pydocstyle/utils.py', 'pairwise', 'a')
2357 ('/anaconda_lib/linting/pydocstyle/utils.py', 'pairwise', 'b')
2358 ('/anaconda_lib/linting/pydocstyle/utils.py', 'pairwise', '_')
2359 ('/anaconda_lib/linting/pydocstyle/utils.py', 'module_initializer', '__version__')
2360 ('/anaconda_lib/linting/pydocstyle/utils.py', 'module_initializer', 'log')
2361 ('/anaconda_lib/linting/pydocstyle/__main__.py', 'module_initializer', '__all__')
2362 ('/anaconda_lib/linting/pydocstyle/checker.py', 'decorator', 'f')
2363 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_for', 'kind')
2364 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_for', 'terminal')
2365 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'self')
2366 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'source')
2367 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'filename')
2368 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'ignore_decorators')
2369 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'module')
2370 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'terminate')
2371 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'skipping_all')
2372 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'decorator_skip')
2373 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'dec')
2374 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'error')
2375 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'errors')
2376 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'partition')
2377 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'message')
2378 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', '_')
2379 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'explanation')
2380 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'this_check')
2381 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_source', 'definition')
2382 ('/anaconda_lib/linting/pydocstyle/checker.py', 'checks', 'self')
2383 ('/anaconda_lib/linting/pydocstyle/checker.py', 'checks', 'all')
2384 ('/anaconda_lib/linting/pydocstyle/checker.py', 'checks', 'this_check')
2385 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_missing', 'self')
2386 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_missing', 'definition')
2387 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_missing', 'docstring')
2388 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_missing', 'codes')
2389 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'self')
2390 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'definition')
2391 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'docstring')
2392 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'lines')
2393 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'non_empty_lines')
2394 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_one_liners', 'l')
2395 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'self')
2396 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'function')
2397 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'docstring')
2398 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'before')
2399 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', '_')
2400 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'after')
2401 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'blanks_before')
2402 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'blanks_after')
2403 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'blanks_before_count')
2404 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_blank_before', 'blanks_after_count')
2405 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'self')
2406 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'class_')
2407 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'docstring')
2408 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'before')
2409 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', '_')
2410 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'after')
2411 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'blanks_before')
2412 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'blanks_after')
2413 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'blanks_before_count')
2414 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_before_after_class', 'blanks_after_count')
2415 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'self')
2416 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'definition')
2417 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'docstring')
2418 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'lines')
2419 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'post_summary_blanks')
2420 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_blank_after_summary', 'blanks_count')
2421 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_docstring_indent', 'definition')
2422 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_docstring_indent', 'docstring')
2423 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_docstring_indent', 'before_docstring')
2424 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_docstring_indent', '_')
2425 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_docstring_indent', 'indent')
2426 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'self')
2427 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'definition')
2428 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'docstring')
2429 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'indent')
2430 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'lines')
2431 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'indents')
2432 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_indent', 'l')
2433 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_newline_after_last_paragraph', 'self')
2434 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_newline_after_last_paragraph', 'definition')
2435 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_newline_after_last_paragraph', 'docstring')
2436 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_newline_after_last_paragraph', 'lines')
2437 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_newline_after_last_paragraph', 'l')
2438 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_surrounding_whitespaces', 'self')
2439 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_surrounding_whitespaces', 'definition')
2440 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_surrounding_whitespaces', 'docstring')
2441 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_surrounding_whitespaces', 'lines')
2442 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'self')
2443 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'definition')
2444 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'docstring')
2445 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'start_triple')
2446 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'lines')
2447 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_multi_line_summary_start', 'first')
2448 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'self')
2449 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'definition')
2450 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'docstring')
2451 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'regex')
2452 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'illegal_matcher')
2453 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_triple_double_quotes', 'illegal_quotes')
2454 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_backslashes', 'self')
2455 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_backslashes', 'definition')
2456 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_backslashes', 'docstring')
2457 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_unicode_docstring', 'self')
2458 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_unicode_docstring', 'definition')
2459 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_unicode_docstring', 'docstring')
2460 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_ends_with_period', 'self')
2461 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_ends_with_period', 'definition')
2462 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_ends_with_period', 'docstring')
2463 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_ends_with_period', 'summary_line')
2464 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'self')
2465 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'function')
2466 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'docstring')
2467 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'stripped')
2468 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'first_word')
2469 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'check_word')
2470 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_imperative_mood', 'correct_form')
2471 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_signature', 'self')
2472 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_signature', 'function')
2473 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_signature', 'docstring')
2474 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_no_signature', 'first_line')
2475 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_capitalized', 'self')
2476 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_capitalized', 'function')
2477 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_capitalized', 'docstring')
2478 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_capitalized', 'first_word')
2479 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_capitalized', 'char')
2480 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_starts_with_this', 'self')
2481 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_starts_with_this', 'function')
2482 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_starts_with_this', 'docstring')
2483 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_starts_with_this', 'first_word')
2484 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_leading_words', 'line')
2485 ('/anaconda_lib/linting/pydocstyle/checker.py', '_get_leading_words', 'result')
2486 ('/anaconda_lib/linting/pydocstyle/checker.py', '_is_a_docstring_section', 'context')
2487 ('/anaconda_lib/linting/pydocstyle/checker.py', '_is_a_docstring_section', 'section_name_suffix')
2488 ('/anaconda_lib/linting/pydocstyle/checker.py', '_is_a_docstring_section', 'punctuation')
2489 ('/anaconda_lib/linting/pydocstyle/checker.py', '_is_a_docstring_section', 'prev_line_ends_with_punctuation')
2490 ('/anaconda_lib/linting/pydocstyle/checker.py', '_is_a_docstring_section', 'x')
2491 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'cls')
2492 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'section_name')
2493 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'context')
2494 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'indentation')
2495 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'blank_lines_after_header')
2496 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'line')
2497 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'non_empty_line')
2498 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'dash_line_found')
2499 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'line_after_dashes_index')
2500 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'line_after_dashes')
2501 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section_underline', 'rest_of_lines')
2502 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'cls')
2503 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'docstring')
2504 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'definition')
2505 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'context')
2506 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'capitalized_section')
2507 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'indentation')
2508 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'suffix')
2509 ('/anaconda_lib/linting/pydocstyle/checker.py', '_check_section', 'err')
2510 ('/anaconda_lib/linting/pydocstyle/checker.py', '_suspected_as_section', '_line')
2511 ('/anaconda_lib/linting/pydocstyle/checker.py', '_suspected_as_section', 'result')
2512 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'self')
2513 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'definition')
2514 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'docstring')
2515 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'lines')
2516 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'lower_section_names')
2517 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 's')
2518 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'suspected_section_indices')
2519 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'i')
2520 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'line')
2521 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'SectionContext')
2522 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'contexts')
2523 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'c')
2524 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'end')
2525 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'new_ctx')
2526 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'err')
2527 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'a')
2528 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check_docstring_sections', 'b')
2529 ('/anaconda_lib/linting/pydocstyle/checker.py', 'ConventionChecker_class_initializer', 'SECTION_NAMES')
2530 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'filenames')
2531 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'select')
2532 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'ignore')
2533 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'ignore_decorators')
2534 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'checked_codes')
2535 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'source')
2536 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'code')
2537 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'error')
2538 ('/anaconda_lib/linting/pydocstyle/checker.py', 'check', 'filename')
2539 ('/anaconda_lib/linting/pydocstyle/checker.py', 'is_ascii', 'string')
2540 ('/anaconda_lib/linting/pydocstyle/checker.py', 'leading_space', 'string')
2541 ('/anaconda_lib/linting/pydocstyle/checker.py', 'module_initializer', '__all__')
2542 ('/anaconda_lib/linting/pydocstyle/checker.py', 'module_initializer', 'tokenize_open')
2543 ('/anaconda_lib/linting/pydocstyle/checker.py', 'module_initializer', 'parse')
2544 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'self')
2545 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'code')
2546 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'short_desc')
2547 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'context')
2548 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'parameters')
2549 ('/anaconda_lib/linting/pydocstyle/violations.py', 'set_context', 'self')
2550 ('/anaconda_lib/linting/pydocstyle/violations.py', 'set_context', 'definition')
2551 ('/anaconda_lib/linting/pydocstyle/violations.py', 'set_context', 'explanation')
2552 ('/anaconda_lib/linting/pydocstyle/violations.py', 'message', 'self')
2553 ('/anaconda_lib/linting/pydocstyle/violations.py', 'message', 'ret')
2554 ('/anaconda_lib/linting/pydocstyle/violations.py', 'message', 'specific_error_msg')
2555 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'self')
2556 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'source')
2557 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'lines')
2558 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'offset')
2559 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'lines_stripped')
2560 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'numbers_width')
2561 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'line_format')
2562 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'line')
2563 ('/anaconda_lib/linting/pydocstyle/violations.py', 'lines', 'n')
2564 ('/anaconda_lib/linting/pydocstyle/violations.py', '__str__', 'self')
2565 ('/anaconda_lib/linting/pydocstyle/violations.py', '__str__', 'l')
2566 ('/anaconda_lib/linting/pydocstyle/violations.py', '__str__', 'template')
2567 ('/anaconda_lib/linting/pydocstyle/violations.py', '__repr__', 'self')
2568 ('/anaconda_lib/linting/pydocstyle/violations.py', '__lt__', 'self')
2569 ('/anaconda_lib/linting/pydocstyle/violations.py', '__lt__', 'other')
2570 ('/anaconda_lib/linting/pydocstyle/violations.py', 'Error_class_initializer', 'explain')
2571 ('/anaconda_lib/linting/pydocstyle/violations.py', 'Error_class_initializer', 'source')
2572 ('/anaconda_lib/linting/pydocstyle/violations.py', 'Error_class_initializer', 'filename')
2573 ('/anaconda_lib/linting/pydocstyle/violations.py', 'Error_class_initializer', 'line')
2574 ('/anaconda_lib/linting/pydocstyle/violations.py', '__init__', 'prefix')
