0 ('/invoke/context.py', '_prefix_commands', '_prefix_commands_ret')
1363 ('/invoke/program.py', 'list_nested', 'extra')
1364 ('/invoke/program.py', '_make_pairs', 'self')
1365 ('/invoke/program.py', '_make_pairs', 'coll')
1366 ('/invoke/program.py', '_make_pairs', 'ancestors')
1367 ('/invoke/program.py', '_make_pairs', 'pairs')
1368 ('/invoke/program.py', '_make_pairs', 'indent')
1369 ('/invoke/program.py', '_make_pairs', 'ancestor_path')
1370 ('/invoke/program.py', '_make_pairs', 'x')
1371 ('/invoke/program.py', '_make_pairs', 'is_default')
1372 ('/invoke/program.py', '_make_pairs', 'displayname')
1373 ('/invoke/program.py', '_make_pairs', 'aliases')
1374 ('/invoke/program.py', '_make_pairs', 'prefix')
1375 ('/invoke/program.py', '_make_pairs', 'alias')
1376 ('/invoke/program.py', '_make_pairs', 'alias_str')
1377 ('/invoke/program.py', '_make_pairs', 'full')
1378 ('/invoke/program.py', '_make_pairs', 'name')
1379 ('/invoke/program.py', '_make_pairs', 'task')
1380 ('/invoke/program.py', '_make_pairs', 'truncate')
1381 ('/invoke/program.py', '_make_pairs', 'tallies')
1382 ('/invoke/program.py', '_make_pairs', 'attr')
1383 ('/invoke/program.py', '_make_pairs', 'recursed_pairs')
1384 ('/invoke/program.py', '_make_pairs', 'subcoll')
1385 ('/invoke/program.py', 'list_json', 'self')
1386 ('/invoke/program.py', 'list_json', 'coll')
1387 ('/invoke/program.py', 'list_json', 'data')
1388 ('/invoke/program.py', 'task_list_opener', 'self')
1389 ('/invoke/program.py', 'task_list_opener', 'extra')
1390 ('/invoke/program.py', 'task_list_opener', 'root')
1391 ('/invoke/program.py', 'task_list_opener', 'depth')
1392 ('/invoke/program.py', 'task_list_opener', 'specifier')
1393 ('/invoke/program.py', 'task_list_opener', 'tail')
1394 ('/invoke/program.py', 'task_list_opener', 'depthstr')
1395 ('/invoke/program.py', 'task_list_opener', 'joiner')
1396 ('/invoke/program.py', 'task_list_opener', 'text')
1397 ('/invoke/program.py', 'display_with_columns', 'self')
1398 ('/invoke/program.py', 'display_with_columns', 'pairs')
1399 ('/invoke/program.py', 'display_with_columns', 'extra')
1400 ('/invoke/program.py', 'display_with_columns', 'root')
1401 ('/invoke/program.py', 'display_with_columns', 'default')
1402 ('/invoke/program.py', 'display_with_columns', 'specific')
1403 ('/invoke/program.py', 'print_columns', 'self')
1404 ('/invoke/program.py', 'print_columns', 'tuples')
1405 ('/invoke/program.py', 'print_columns', 'name_width')
1406 ('/invoke/program.py', 'print_columns', 'x')
1407 ('/invoke/program.py', 'print_columns', 'desc_width')
1408 ('/invoke/program.py', 'print_columns', 'wrapper')
1409 ('/invoke/program.py', 'print_columns', 'help_str')
1410 ('/invoke/program.py', 'print_columns', 'help_chunks')
1411 ('/invoke/program.py', 'print_columns', 'name_padding')
1412 ('/invoke/program.py', 'print_columns', 'spec')
1413 ('/invoke/program.py', 'print_columns', 'chunk')
1414 ('/invoke/program.py', 'print_columns', 'name')
1415 ('/invoke/program.py', 'Program_class_initializer', 'leading_indent_width')
1416 ('/invoke/program.py', 'Program_class_initializer', 'leading_indent')
1417 ('/invoke/program.py', 'Program_class_initializer', 'indent_width')
1418 ('/invoke/program.py', 'Program_class_initializer', 'indent')
1419 ('/invoke/program.py', 'Program_class_initializer', 'col_padding')
1420 ('/invoke/exceptions.py', '__init__', 'self')
1421 ('/invoke/exceptions.py', '__init__', 'name')
1422 ('/invoke/exceptions.py', '__init__', 'start')
1423 ('/invoke/exceptions.py', '__init__', 'result')
1424 ('/invoke/exceptions.py', '__init__', 'reason')
1425 ('/invoke/exceptions.py', 'streams_for_display', 'self')
1426 ('/invoke/exceptions.py', 'streams_for_display', 'already_printed')
1427 ('/invoke/exceptions.py', 'streams_for_display', 'stdout')
1428 ('/invoke/exceptions.py', 'streams_for_display', 'stderr')
1429 ('/invoke/exceptions.py', '__repr__', 'self')
1430 ('/invoke/exceptions.py', '_repr', 'self')
1431 ('/invoke/exceptions.py', '_repr', 'kwargs')
1432 ('/invoke/exceptions.py', '_repr', 'template')
1433 ('/invoke/exceptions.py', '_repr', 'rest')
1434 ('/invoke/exceptions.py', '_repr', 'key')
1435 ('/invoke/exceptions.py', '_repr', 'value')
1436 ('/invoke/exceptions.py', '__str__', 'self')
1437 ('/invoke/exceptions.py', '__str__', 'stdout')
1438 ('/invoke/exceptions.py', '__str__', 'stderr')
1439 ('/invoke/exceptions.py', '__str__', 'command')
1440 ('/invoke/exceptions.py', '__str__', 'exited')
1441 ('/invoke/exceptions.py', '__str__', 'template')
1442 ('/invoke/exceptions.py', '__init__', 'timeout')
1443 ('/invoke/exceptions.py', '__init__', 'prompt')
1444 ('/invoke/exceptions.py', '__str__', 'err')
1445 ('/invoke/exceptions.py', '__init__', 'msg')
1446 ('/invoke/exceptions.py', '__init__', 'context')
1447 ('/invoke/exceptions.py', '__init__', 'message')
1448 ('/invoke/exceptions.py', '__init__', 'code')
1449 ('/invoke/exceptions.py', 'code', 'self')
1450 ('/invoke/exceptions.py', '_printable_kwargs', 'kwargs')
1451 ('/invoke/exceptions.py', '_printable_kwargs', 'printable')
1452 ('/invoke/exceptions.py', '_printable_kwargs', 'item')
1453 ('/invoke/exceptions.py', '_printable_kwargs', 'new_arg')
1454 ('/invoke/exceptions.py', '_printable_kwargs', 'msg')
1455 ('/invoke/exceptions.py', '_printable_kwargs', 'arg')
1456 ('/invoke/exceptions.py', '_printable_kwargs', 'key')
1457 ('/invoke/exceptions.py', '_printable_kwargs', 'value')
1458 ('/invoke/exceptions.py', '__init__', 'exceptions')
1459 ('/invoke/exceptions.py', '__str__', 'details')
1460 ('/invoke/exceptions.py', '__str__', 'detail')
1461 ('/invoke/exceptions.py', '__str__', 'x')
1462 ('/invoke/exceptions.py', '__str__', 'args')
1463 ('/invoke/exceptions.py', 'ThreadException_class_initializer', 'exceptions')
1464 ('/invoke/main.py', 'module_initializer', 'program')
1465 ('/invoke/executor.py', '__init__', 'self')
1466 ('/invoke/executor.py', '__init__', 'collection')
1467 ('/invoke/executor.py', '__init__', 'config')
1468 ('/invoke/executor.py', '__init__', 'core')
1469 ('/invoke/executor.py', 'execute', 'self')
1470 ('/invoke/executor.py', 'execute', 'tasks')
1471 ('/invoke/executor.py', 'execute', 'x')
1472 ('/invoke/executor.py', 'execute', 'calls')
1473 ('/invoke/executor.py', 'execute', 'direct')
1474 ('/invoke/executor.py', 'execute', 'expanded')
1475 ('/invoke/executor.py', 'execute', 'dedupe')
1476 ('/invoke/executor.py', 'execute', 'results')
1477 ('/invoke/executor.py', 'execute', 'autoprint')
1478 ('/invoke/executor.py', 'execute', 'args')
1479 ('/invoke/executor.py', 'execute', 'config')
1480 ('/invoke/executor.py', 'execute', 'collection_config')
1481 ('/invoke/executor.py', 'execute', 'context')
1482 ('/invoke/executor.py', 'execute', 'result')
1483 ('/invoke/executor.py', 'execute', 'call')
1484 ('/invoke/executor.py', 'normalize', 'self')
1485 ('/invoke/executor.py', 'normalize', 'tasks')
1486 ('/invoke/executor.py', 'normalize', 'calls')
1487 ('/invoke/executor.py', 'normalize', 'name')
1488 ('/invoke/executor.py', 'normalize', 'kwargs')
1489 ('/invoke/executor.py', 'normalize', 'c')
1490 ('/invoke/executor.py', 'normalize', 'task')
1491 ('/invoke/executor.py', 'dedupe', 'self')
1492 ('/invoke/executor.py', 'dedupe', 'calls')
1493 ('/invoke/executor.py', 'dedupe', 'deduped')
1494 ('/invoke/executor.py', 'dedupe', 'call')
1495 ('/invoke/executor.py', 'expand_calls', 'self')
1496 ('/invoke/executor.py', 'expand_calls', 'calls')
1497 ('/invoke/executor.py', 'expand_calls', 'ret')
1498 ('/invoke/executor.py', 'expand_calls', 'call')
1499 ('/invoke/completion/complete.py', 'print_task_names', 'collection')
1500 ('/invoke/completion/complete.py', 'print_task_names', 'alias')
1501 ('/invoke/completion/complete.py', 'print_task_names', 'name')
1502 ('/invoke/completion/complete.py', 'print_completion_script', 'shell')
1503 ('/invoke/completion/complete.py', 'print_completion_script', 'names')
1504 ('/invoke/completion/complete.py', 'print_completion_script', 'completions')
1505 ('/invoke/completion/complete.py', 'print_completion_script', 'x')
1506 ('/invoke/completion/complete.py', 'print_completion_script', 'path')
1507 ('/invoke/completion/complete.py', 'print_completion_script', 'err')
1508 ('/invoke/completion/complete.py', 'print_completion_script', 'binary')
1509 ('/invoke/parser/argument.py', '__init__', 'self')
1510 ('/invoke/parser/argument.py', '__init__', 'name')
1511 ('/invoke/parser/argument.py', '__init__', 'names')
1512 ('/invoke/parser/argument.py', '__init__', 'kind')
1513 ('/invoke/parser/argument.py', '__init__', 'default')
1514 ('/invoke/parser/argument.py', '__init__', 'help')
1515 ('/invoke/parser/argument.py', '__init__', 'positional')
1516 ('/invoke/parser/argument.py', '__init__', 'optional')
1517 ('/invoke/parser/argument.py', '__init__', 'incrementable')
1518 ('/invoke/parser/argument.py', '__init__', 'attr_name')
1519 ('/invoke/parser/argument.py', '__init__', 'msg')
1520 ('/invoke/parser/argument.py', '__init__', 'initial_value')
1521 ('/invoke/parser/argument.py', '__repr__', 'self')
1522 ('/invoke/parser/argument.py', '__repr__', 'nicks')
1523 ('/invoke/parser/argument.py', '__repr__', 'flags')
1524 ('/invoke/parser/argument.py', '__repr__', 'kind')
1525 ('/invoke/parser/argument.py', 'name', 'self')
1526 ('/invoke/parser/argument.py', 'nicknames', 'self')
1527 ('/invoke/parser/argument.py', 'takes_value', 'self')
1528 ('/invoke/parser/argument.py', 'value', 'self')
1529 ('/invoke/parser/argument.py', 'value', 'arg')
1530 ('/invoke/parser/argument.py', 'set_value', 'self')
1531 ('/invoke/parser/argument.py', 'set_value', 'value')
1532 ('/invoke/parser/argument.py', 'set_value', 'cast')
1533 ('/invoke/parser/argument.py', 'set_value', 'func')
1534 ('/invoke/parser/argument.py', 'got_value', 'self')
1535 ('/invoke/parser/parser.py', 'is_flag', 'value')
1536 ('/invoke/parser/parser.py', 'is_long_flag', 'value')
1537 ('/invoke/parser/parser.py', '__init__', 'self')
1538 ('/invoke/parser/parser.py', '__init__', 'contexts')
1539 ('/invoke/parser/parser.py', '__init__', 'initial')
1540 ('/invoke/parser/parser.py', '__init__', 'ignore_unknown')
1541 ('/invoke/parser/parser.py', '__init__', 'exists')
1542 ('/invoke/parser/parser.py', '__init__', 'alias')
1543 ('/invoke/parser/parser.py', '__init__', 'context')
1544 ('/invoke/parser/parser.py', 'parse_argv', 'self')
1545 ('/invoke/parser/parser.py', 'parse_argv', 'argv')
1546 ('/invoke/parser/parser.py', 'parse_argv', 'machine')
1547 ('/invoke/parser/parser.py', 'parse_argv', 'ddash')
1548 ('/invoke/parser/parser.py', 'parse_argv', 'body')
1549 ('/invoke/parser/parser.py', 'parse_argv', 'remainder')
1550 ('/invoke/parser/parser.py', 'parse_argv', 'mutations')
1551 ('/invoke/parser/parser.py', 'parse_argv', 'orig')
1552 ('/invoke/parser/parser.py', 'parse_argv', 'token')
1553 ('/invoke/parser/parser.py', 'parse_argv', '_')
1554 ('/invoke/parser/parser.py', 'parse_argv', 'value')
1555 ('/invoke/parser/parser.py', 'parse_argv', 'msg')
1556 ('/invoke/parser/parser.py', 'parse_argv', 'full_token')
1557 ('/invoke/parser/parser.py', 'parse_argv', 'rest')
1558 ('/invoke/parser/parser.py', 'parse_argv', 'err')
1559 ('/invoke/parser/parser.py', 'parse_argv', 'have_flag')
1560 ('/invoke/parser/parser.py', 'parse_argv', 'x')
1561 ('/invoke/parser/parser.py', 'parse_argv', 'item')
1562 ('/invoke/parser/parser.py', 'parse_argv', 'optional')
1563 ('/invoke/parser/parser.py', 'parse_argv', 'subtoken_is_valid_flag')
1564 ('/invoke/parser/parser.py', 'parse_argv', 'index')
1565 ('/invoke/parser/parser.py', 'parse_argv', 'result')
1566 ('/invoke/parser/parser.py', 'changing_state', 'self')
1567 ('/invoke/parser/parser.py', 'changing_state', 'from_')
1568 ('/invoke/parser/parser.py', 'changing_state', 'to')
1569 ('/invoke/parser/parser.py', 'waiting_for_flag_value', 'self')
1570 ('/invoke/parser/parser.py', 'waiting_for_flag_value', 'takes_value')
1571 ('/invoke/parser/parser.py', 'waiting_for_flag_value', 'has_value')
1572 ('/invoke/parser/parser.py', 'handle', 'self')
1573 ('/invoke/parser/parser.py', 'handle', 'token')
1574 ('/invoke/parser/parser.py', 'handle', 'msg')
1575 ('/invoke/parser/parser.py', 'handle', 'flag')
1576 ('/invoke/parser/parser.py', 'store_only', 'self')
1577 ('/invoke/parser/parser.py', 'store_only', 'token')
1578 ('/invoke/parser/parser.py', 'complete_context', 'self')
1579 ('/invoke/parser/parser.py', 'complete_context', 'err')
1580 ('/invoke/parser/parser.py', 'complete_context', 'names')
1581 ('/invoke/parser/parser.py', 'complete_context', 'x')
1582 ('/invoke/parser/parser.py', 'switch_to_context', 'self')
1583 ('/invoke/parser/parser.py', 'switch_to_context', 'name')
1584 ('/invoke/parser/parser.py', 'complete_flag', 'self')
1585 ('/invoke/parser/parser.py', 'complete_flag', 'msg')
1586 ('/invoke/parser/parser.py', 'complete_flag', 'err')
1587 ('/invoke/parser/parser.py', 'check_ambiguity', 'self')
1588 ('/invoke/parser/parser.py', 'check_ambiguity', 'value')
1589 ('/invoke/parser/parser.py', 'check_ambiguity', 'tests')
1590 ('/invoke/parser/parser.py', 'check_ambiguity', 'msg')
1591 ('/invoke/parser/parser.py', 'switch_to_flag', 'self')
1592 ('/invoke/parser/parser.py', 'switch_to_flag', 'flag')
1593 ('/invoke/parser/parser.py', 'switch_to_flag', 'inverse')
1594 ('/invoke/parser/parser.py', 'switch_to_flag', 'val')
1595 ('/invoke/parser/parser.py', 'see_value', 'self')
1596 ('/invoke/parser/parser.py', 'see_value', 'value')
1597 ('/invoke/parser/parser.py', 'see_positional_arg', 'self')
1598 ('/invoke/parser/parser.py', 'see_positional_arg', 'value')
1599 ('/invoke/parser/parser.py', 'see_positional_arg', 'arg')
1600 ('/invoke/parser/parser.py', 'ParseMachine_class_initializer', 'initial_state')
1601 ('/invoke/parser/parser.py', '__init__', 'args')
1602 ('/invoke/parser/parser.py', '__init__', 'kwargs')
1603 ('/invoke/parser/context.py', 'translate_underscores', 'name')
1604 ('/invoke/parser/context.py', 'to_flag', 'name')
1605 ('/invoke/parser/context.py', 'sort_candidate', 'arg')
1606 ('/invoke/parser/context.py', 'sort_candidate', 'names')
1607 ('/invoke/parser/context.py', 'sort_candidate', 'shorts')
1608 ('/invoke/parser/context.py', 'sort_candidate', 'x')
1609 ('/invoke/parser/context.py', 'sort_candidate', 'longs')
1610 ('/invoke/parser/context.py', 'flag_key', 'x')
1611 ('/invoke/parser/context.py', 'flag_key', 'ret')
1612 ('/invoke/parser/context.py', 'flag_key', 'inversed')
1613 ('/invoke/parser/context.py', 'flag_key', 'char')
1614 ('/invoke/parser/context.py', '__init__', 'self')
1615 ('/invoke/parser/context.py', '__init__', 'name')
1616 ('/invoke/parser/context.py', '__init__', 'aliases')
1617 ('/invoke/parser/context.py', '__init__', 'args')
1618 ('/invoke/parser/context.py', '__init__', 'arg')
1619 ('/invoke/parser/context.py', '__repr__', 'self')
1620 ('/invoke/parser/context.py', '__repr__', 'aliases')
1621 ('/invoke/parser/context.py', '__repr__', 'name')
1622 ('/invoke/parser/context.py', '__repr__', 'args')
1623 ('/invoke/parser/context.py', 'add_arg', 'self')
1624 ('/invoke/parser/context.py', 'add_arg', 'args')
1625 ('/invoke/parser/context.py', 'add_arg', 'kwargs')
1626 ('/invoke/parser/context.py', 'add_arg', 'arg')
1627 ('/invoke/parser/context.py', 'add_arg', 'msg')
1628 ('/invoke/parser/context.py', 'add_arg', 'name')
1629 ('/invoke/parser/context.py', 'add_arg', 'main')
1630 ('/invoke/parser/context.py', 'add_arg', 'inverse_name')
1631 ('/invoke/parser/context.py', 'missing_positional_args', 'self')
1632 ('/invoke/parser/context.py', 'as_kwargs', 'self')
1633 ('/invoke/parser/context.py', 'as_kwargs', 'ret')
1634 ('/invoke/parser/context.py', 'as_kwargs', 'arg')
1635 ('/invoke/parser/context.py', 'names_for', 'self')
1636 ('/invoke/parser/context.py', 'names_for', 'flag')
1637 ('/invoke/parser/context.py', 'help_for', 'self')
1638 ('/invoke/parser/context.py', 'help_for', 'flag')
1639 ('/invoke/parser/context.py', 'help_for', 'err')
1640 ('/invoke/parser/context.py', 'help_for', 'arg')
1641 ('/invoke/parser/context.py', 'help_for', 'value')
1642 ('/invoke/parser/context.py', 'help_for', 'full_names')
1643 ('/invoke/parser/context.py', 'help_for', 'value_')
1644 ('/invoke/parser/context.py', 'help_for', 'valuestr')
1645 ('/invoke/parser/context.py', 'help_for', 'name')
1646 ('/invoke/parser/context.py', 'help_for', 'namestr')
1647 ('/invoke/parser/context.py', 'help_for', 'helpstr')
1648 ('/invoke/parser/context.py', 'help_tuples', 'self')
1649 ('/invoke/parser/context.py', 'flag_names', 'self')
1650 ('/invoke/parser/context.py', 'flag_names', 'flags')
1651 ('/invoke/parser/context.py', 'flag_names', 'names')
1652 ('/invoke/parser/context.py', 'flag_names', 'x')
1653 ('/invoke/vendor/decorator.py', 'get_init', 'cls')
1654 ('/invoke/vendor/decorator.py', 'getfullargspec', 'f')
1655 ('/invoke/vendor/decorator.py', 'getargspec', 'f')
1656 ('/invoke/vendor/decorator.py', 'getargspec', 'spec')
1657 ('/invoke/vendor/decorator.py', '__init__', 'self')
1658 ('/invoke/vendor/decorator.py', '__init__', 'func')
1659 ('/invoke/vendor/decorator.py', '__init__', 'name')
1660 ('/invoke/vendor/decorator.py', '__init__', 'signature')
1661 ('/invoke/vendor/decorator.py', '__init__', 'defaults')
1662 ('/invoke/vendor/decorator.py', '__init__', 'doc')
1663 ('/invoke/vendor/decorator.py', '__init__', 'module')
1664 ('/invoke/vendor/decorator.py', '__init__', 'funcdict')
1665 ('/invoke/vendor/decorator.py', '__init__', 'argspec')
1666 ('/invoke/vendor/decorator.py', '__init__', 'a')
1667 ('/invoke/vendor/decorator.py', '__init__', 'i')
1668 ('/invoke/vendor/decorator.py', '__init__', 'arg')
1669 ('/invoke/vendor/decorator.py', '__init__', 'allargs')
1670 ('/invoke/vendor/decorator.py', '__init__', 'allshortargs')
1671 ('/invoke/vendor/decorator.py', 'update', 'self')
1672 ('/invoke/vendor/decorator.py', 'update', 'func')
1673 ('/invoke/vendor/decorator.py', 'update', 'kw')
1674 ('/invoke/vendor/decorator.py', 'update', 'frame')
1675 ('/invoke/vendor/decorator.py', 'update', 'callermodule')
1676 ('/invoke/vendor/decorator.py', 'make', 'self')
1677 ('/invoke/vendor/decorator.py', 'make', 'src_templ')
1678 ('/invoke/vendor/decorator.py', 'make', 'evaldict')
