0 ('/setup.py', 'find_package_info', 'file_paths')
11437 ('/lib/ansible/module_utils/distro/_distro.py', '__init__', 'f')
11438 ('/lib/ansible/module_utils/distro/_distro.py', '__get__', 'self')
11439 ('/lib/ansible/module_utils/distro/_distro.py', '__get__', 'obj')
11440 ('/lib/ansible/module_utils/distro/_distro.py', '__get__', 'owner')
11441 ('/lib/ansible/module_utils/distro/_distro.py', '__get__', 'ret')
11442 ('/lib/ansible/module_utils/distro/_distro.py', '__init__', 'include_lsb')
11443 ('/lib/ansible/module_utils/distro/_distro.py', '__init__', 'os_release_file')
11444 ('/lib/ansible/module_utils/distro/_distro.py', '__init__', 'distro_release_file')
11445 ('/lib/ansible/module_utils/distro/_distro.py', '__init__', 'include_uname')
11446 ('/lib/ansible/module_utils/distro/_distro.py', '__repr__', 'self')
11447 ('/lib/ansible/module_utils/distro/_distro.py', 'linux_distribution', 'self')
11448 ('/lib/ansible/module_utils/distro/_distro.py', 'normalize', 'distro_id')
11449 ('/lib/ansible/module_utils/distro/_distro.py', 'normalize', 'table')
11450 ('/lib/ansible/module_utils/distro/_distro.py', 'id', 'self')
11451 ('/lib/ansible/module_utils/distro/_distro.py', 'id', 'distro_id')
11452 ('/lib/ansible/module_utils/distro/_distro.py', 'name', 'self')
11453 ('/lib/ansible/module_utils/distro/_distro.py', 'name', 'name')
11454 ('/lib/ansible/module_utils/distro/_distro.py', 'name', 'version')
11455 ('/lib/ansible/module_utils/distro/_distro.py', 'version', 'self')
11456 ('/lib/ansible/module_utils/distro/_distro.py', 'version', 'versions')
11457 ('/lib/ansible/module_utils/distro/_distro.py', 'version', 'version')
11458 ('/lib/ansible/module_utils/distro/_distro.py', 'version', 'v')
11459 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'self')
11460 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'version_str')
11461 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'version_regex')
11462 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'matches')
11463 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'major')
11464 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'minor')
11465 ('/lib/ansible/module_utils/distro/_distro.py', 'version_parts', 'build_number')
11466 ('/lib/ansible/module_utils/distro/_distro.py', 'major_version', 'self')
11467 ('/lib/ansible/module_utils/distro/_distro.py', 'minor_version', 'self')
11468 ('/lib/ansible/module_utils/distro/_distro.py', 'build_number', 'self')
11469 ('/lib/ansible/module_utils/distro/_distro.py', 'like', 'self')
11470 ('/lib/ansible/module_utils/distro/_distro.py', 'codename', 'self')
11471 ('/lib/ansible/module_utils/distro/_distro.py', 'info', 'self')
11472 ('/lib/ansible/module_utils/distro/_distro.py', 'os_release_info', 'self')
11473 ('/lib/ansible/module_utils/distro/_distro.py', 'lsb_release_info', 'self')
11474 ('/lib/ansible/module_utils/distro/_distro.py', 'distro_release_info', 'self')
11475 ('/lib/ansible/module_utils/distro/_distro.py', 'uname_info', 'self')
11476 ('/lib/ansible/module_utils/distro/_distro.py', 'os_release_attr', 'self')
11477 ('/lib/ansible/module_utils/distro/_distro.py', 'lsb_release_attr', 'self')
11478 ('/lib/ansible/module_utils/distro/_distro.py', 'distro_release_attr', 'self')
11479 ('/lib/ansible/module_utils/distro/_distro.py', 'uname_attr', 'self')
11480 ('/lib/ansible/module_utils/distro/_distro.py', '_os_release_info', 'self')
11481 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'lines')
11482 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'props')
11483 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'lexer')
11484 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'tokens')
11485 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'k')
11486 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'v')
11487 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'token')
11488 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_os_release_content', 'codename')
11489 ('/lib/ansible/module_utils/distro/_distro.py', '_lsb_release_info', 'self')
11490 ('/lib/ansible/module_utils/distro/_distro.py', '_lsb_release_info', 'cmd')
11491 ('/lib/ansible/module_utils/distro/_distro.py', '_lsb_release_info', 'stdout')
11492 ('/lib/ansible/module_utils/distro/_distro.py', '_lsb_release_info', 'content')
11493 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'lines')
11494 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'props')
11495 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'kv')
11496 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'k')
11497 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'v')
11498 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_lsb_release_content', 'line')
11499 ('/lib/ansible/module_utils/distro/_distro.py', '_uname_info', 'self')
11500 ('/lib/ansible/module_utils/distro/_distro.py', '_uname_info', 'cmd')
11501 ('/lib/ansible/module_utils/distro/_distro.py', '_uname_info', 'stdout')
11502 ('/lib/ansible/module_utils/distro/_distro.py', '_uname_info', 'content')
11503 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_uname_content', 'lines')
11504 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_uname_content', 'props')
11505 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_uname_content', 'match')
11506 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_uname_content', 'name')
11507 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_uname_content', 'version')
11508 ('/lib/ansible/module_utils/distro/_distro.py', '_to_str', 'text')
11509 ('/lib/ansible/module_utils/distro/_distro.py', '_to_str', 'encoding')
11510 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'self')
11511 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'distro_info')
11512 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'basename')
11513 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'match')
11514 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'basenames')
11515 ('/lib/ansible/module_utils/distro/_distro.py', '_distro_release_info', 'filepath')
11516 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_distro_release_file', 'self')
11517 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_distro_release_file', 'filepath')
11518 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_distro_release_content', 'line')
11519 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_distro_release_content', 'matches')
11520 ('/lib/ansible/module_utils/distro/_distro.py', '_parse_distro_release_content', 'distro_info')
11521 ('/lib/ansible/module_utils/distro/_distro.py', 'main', 'logger')
11522 ('/lib/ansible/module_utils/distro/_distro.py', 'main', 'distribution_version')
11523 ('/lib/ansible/module_utils/distro/_distro.py', 'main', 'distribution_codename')
11524 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_UNIXCONFDIR')
11525 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_OS_RELEASE_BASENAME')
11526 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', 'NORMALIZED_OS_ID')
11527 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', 'NORMALIZED_LSB_ID')
11528 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', 'NORMALIZED_DISTRO_ID')
11529 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_DISTRO_RELEASE_CONTENT_REVERSED_PATTERN')
11530 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_DISTRO_RELEASE_BASENAME_PATTERN')
11531 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_DISTRO_RELEASE_IGNORE_BASENAMES')
11532 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_check_output')
11533 ('/lib/ansible/module_utils/distro/_distro.py', 'module_initializer', '_distro')
11534 ('/lib/ansible/module_utils/distro/__init__.py', 'module_initializer', '__metaclass__')
11535 ('/lib/ansible/module_utils/distro/__init__.py', 'module_initializer', '_BUNDLED_METADATA')
11536 ('/lib/ansible/module_utils/distro/__init__.py', 'module_initializer', '_system_distro')
11537 ('/lib/ansible/module_utils/distro/__init__.py', 'module_initializer', 'distro')
11538 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution', 'distribution')
11539 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_version', 'version')
11540 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_version', 'needs_best_version')
11541 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_version', 'distro_id')
11542 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_version', 'version_best')
11543 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_codename', 'codename')
11544 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_codename', 'os_release_info')
11545 ('/lib/ansible/module_utils/common/sys_info.py', 'get_distribution_codename', 'lsb_release_info')
11546 ('/lib/ansible/module_utils/common/sys_info.py', 'get_platform_subclass', 'cls')
11547 ('/lib/ansible/module_utils/common/sys_info.py', 'get_platform_subclass', 'this_platform')
11548 ('/lib/ansible/module_utils/common/sys_info.py', 'get_platform_subclass', 'distribution')
11549 ('/lib/ansible/module_utils/common/sys_info.py', 'get_platform_subclass', 'subclass')
11550 ('/lib/ansible/module_utils/common/sys_info.py', 'get_platform_subclass', 'sc')
11551 ('/lib/ansible/module_utils/common/sys_info.py', 'module_initializer', '__metaclass__')
11552 ('/lib/ansible/module_utils/common/sys_info.py', 'module_initializer', '__all__')
11553 ('/lib/ansible/module_utils/common/_collections_compat.py', 'module_initializer', '__metaclass__')
11554 ('/lib/ansible/module_utils/common/warnings.py', 'warn', 'warning')
11555 ('/lib/ansible/module_utils/common/warnings.py', 'deprecate', 'msg')
11556 ('/lib/ansible/module_utils/common/warnings.py', 'deprecate', 'version')
11557 ('/lib/ansible/module_utils/common/warnings.py', 'deprecate', 'date')
11558 ('/lib/ansible/module_utils/common/warnings.py', 'deprecate', 'collection_name')
11559 ('/lib/ansible/module_utils/common/warnings.py', 'module_initializer', '__metaclass__')
11560 ('/lib/ansible/module_utils/common/warnings.py', 'module_initializer', '_global_warnings')
11561 ('/lib/ansible/module_utils/common/warnings.py', 'module_initializer', '_global_deprecations')
11562 ('/lib/ansible/module_utils/common/file.py', 'is_executable', 'path')
11563 ('/lib/ansible/module_utils/common/file.py', 'format_attributes', 'attributes')
11564 ('/lib/ansible/module_utils/common/file.py', 'format_attributes', 'attribute_list')
11565 ('/lib/ansible/module_utils/common/file.py', 'format_attributes', 'attr')
11566 ('/lib/ansible/module_utils/common/file.py', 'get_flags_from_attributes', 'attributes')
11567 ('/lib/ansible/module_utils/common/file.py', 'get_flags_from_attributes', 'flags')
11568 ('/lib/ansible/module_utils/common/file.py', 'get_flags_from_attributes', 'key')
11569 ('/lib/ansible/module_utils/common/file.py', 'get_flags_from_attributes', 'attr')
11570 ('/lib/ansible/module_utils/common/file.py', 'get_file_arg_spec', 'arg_spec')
11571 ('/lib/ansible/module_utils/common/file.py', '__init__', 'self')
11572 ('/lib/ansible/module_utils/common/file.py', 'lock_file', 'self')
11573 ('/lib/ansible/module_utils/common/file.py', 'lock_file', 'path')
11574 ('/lib/ansible/module_utils/common/file.py', 'lock_file', 'tmpdir')
11575 ('/lib/ansible/module_utils/common/file.py', 'lock_file', 'lock_timeout')
11576 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'self')
11577 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'path')
11578 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'tmpdir')
11579 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'lock_timeout')
11580 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'lock_path')
11581 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'l_wait')
11582 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'r_exception')
11583 ('/lib/ansible/module_utils/common/file.py', 'set_lock', 'e_secs')
11584 ('/lib/ansible/module_utils/common/file.py', 'unlock', 'self')
11585 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', '__metaclass__')
11586 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', 'HAVE_SELINUX')
11587 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', 'FILE_ATTRIBUTES')
11588 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', 'MODE_OPERATOR_RE')
11589 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', 'USERS_RE')
11590 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', 'PERMS_RE')
11591 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', '_PERM_BITS')
11592 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', '_EXEC_PERM_BITS')
11593 ('/lib/ansible/module_utils/common/file.py', 'module_initializer', '_DEFAULT_PERM')
11594 ('/lib/ansible/module_utils/common/removed.py', 'module_initializer', '__metaclass__')
11595 ('/lib/ansible/module_utils/common/collections.py', '__init__', 'self')
11596 ('/lib/ansible/module_utils/common/collections.py', '__init__', 'args')
11597 ('/lib/ansible/module_utils/common/collections.py', '__init__', 'kwargs')
11598 ('/lib/ansible/module_utils/common/collections.py', '__getitem__', 'self')
11599 ('/lib/ansible/module_utils/common/collections.py', '__getitem__', 'key')
11600 ('/lib/ansible/module_utils/common/collections.py', '__iter__', 'self')
11601 ('/lib/ansible/module_utils/common/collections.py', '__len__', 'self')
11602 ('/lib/ansible/module_utils/common/collections.py', '__hash__', 'self')
11603 ('/lib/ansible/module_utils/common/collections.py', '__eq__', 'self')
11604 ('/lib/ansible/module_utils/common/collections.py', '__eq__', 'other')
11605 ('/lib/ansible/module_utils/common/collections.py', '__repr__', 'self')
11606 ('/lib/ansible/module_utils/common/collections.py', 'union', 'self')
11607 ('/lib/ansible/module_utils/common/collections.py', 'union', 'overriding_mapping')
11608 ('/lib/ansible/module_utils/common/collections.py', 'difference', 'self')
11609 ('/lib/ansible/module_utils/common/collections.py', 'difference', 'subtractive_iterable')
11610 ('/lib/ansible/module_utils/common/collections.py', 'difference', 'remove_keys')
11611 ('/lib/ansible/module_utils/common/collections.py', 'difference', 'keys')
11612 ('/lib/ansible/module_utils/common/collections.py', 'difference', 'k')
11613 ('/lib/ansible/module_utils/common/collections.py', 'is_string', 'seq')
11614 ('/lib/ansible/module_utils/common/collections.py', 'is_iterable', 'seq')
11615 ('/lib/ansible/module_utils/common/collections.py', 'is_iterable', 'include_strings')
11616 ('/lib/ansible/module_utils/common/collections.py', 'is_sequence', 'seq')
11617 ('/lib/ansible/module_utils/common/collections.py', 'is_sequence', 'include_strings')
11618 ('/lib/ansible/module_utils/common/collections.py', 'count', 'seq')
11619 ('/lib/ansible/module_utils/common/collections.py', 'count', 'counters')
11620 ('/lib/ansible/module_utils/common/collections.py', 'count', 'elem')
11621 ('/lib/ansible/module_utils/common/collections.py', 'module_initializer', '__metaclass__')
11622 ('/lib/ansible/module_utils/common/network.py', 'is_netmask', 'val')
11623 ('/lib/ansible/module_utils/common/network.py', 'is_netmask', 'parts')
11624 ('/lib/ansible/module_utils/common/network.py', 'is_netmask', 'part')
11625 ('/lib/ansible/module_utils/common/network.py', 'is_masklen', 'val')
11626 ('/lib/ansible/module_utils/common/network.py', 'to_netmask', 'val')
11627 ('/lib/ansible/module_utils/common/network.py', 'to_netmask', 'bits')
11628 ('/lib/ansible/module_utils/common/network.py', 'to_netmask', 'i')
11629 ('/lib/ansible/module_utils/common/network.py', 'to_masklen', 'val')
11630 ('/lib/ansible/module_utils/common/network.py', 'to_masklen', 'bits')
11631 ('/lib/ansible/module_utils/common/network.py', 'to_masklen', 'octet')
11632 ('/lib/ansible/module_utils/common/network.py', 'to_masklen', 'x')
11633 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 'addr')
11634 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 'mask')
11635 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 'dotted_notation')
11636 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 'cidr')
11637 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 'network')
11638 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 's_addr')
11639 ('/lib/ansible/module_utils/common/network.py', 'to_subnet', 's_mask')
11640 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_subnet', 'addr')
11641 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_subnet', 'ipv6_prefix')
11642 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_subnet', 'found_groups')
11643 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_subnet', 'group')
11644 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_subnet', 'network_addr')
11645 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_network', 'addr')
11646 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_network', 'ipv6_prefix')
11647 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_network', 'found_groups')
11648 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_network', 'group')
11649 ('/lib/ansible/module_utils/common/network.py', 'to_ipv6_network', 'network_addr')
11650 ('/lib/ansible/module_utils/common/network.py', 'to_bits', 'val')
11651 ('/lib/ansible/module_utils/common/network.py', 'to_bits', 'bits')
11652 ('/lib/ansible/module_utils/common/network.py', 'to_bits', 'octet')
11653 ('/lib/ansible/module_utils/common/network.py', 'is_mac', 'mac_address')
11654 ('/lib/ansible/module_utils/common/network.py', 'is_mac', 'mac_addr_regex')
11655 ('/lib/ansible/module_utils/common/network.py', 'module_initializer', '__metaclass__')
11656 ('/lib/ansible/module_utils/common/network.py', 'module_initializer', 'VALID_MASKS')
11657 ('/lib/ansible/module_utils/common/parameters.py', '_return_datastructure_name', 'obj')
11658 ('/lib/ansible/module_utils/common/parameters.py', '_return_datastructure_name', 'subelement')
11659 ('/lib/ansible/module_utils/common/parameters.py', '_return_datastructure_name', 'element')
11660 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'argument_spec')
11661 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'params')
11662 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'no_log_values')
11663 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'no_log_object')
11664 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'sub_argument_spec')
11665 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'wanted_type')
11666 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'sub_parameters')
11667 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'sub_param')
11668 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'arg_name')
11669 ('/lib/ansible/module_utils/common/parameters.py', 'list_no_log_values', 'arg_opts')
11670 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'argument_spec')
11671 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'params')
11672 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'prefix')
11673 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'deprecations')
11674 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'sub_prefix')
11675 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'sub_argument_spec')
11676 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'sub_arguments')
11677 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'sub_params')
11678 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'arg_name')
11679 ('/lib/ansible/module_utils/common/parameters.py', 'list_deprecations', 'arg_opts')
11680 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'argument_spec')
11681 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'params')
11682 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'alias_warnings')
11683 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'legal_inputs')
11684 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'k')
11685 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'aliases_results')
11686 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'aliases')
11687 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'default')
11688 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'required')
11689 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'alias')
11690 ('/lib/ansible/module_utils/common/parameters.py', 'handle_aliases', 'v')
11691 ('/lib/ansible/module_utils/common/parameters.py', 'module_initializer', '__metaclass__')
11692 ('/lib/ansible/module_utils/common/parameters.py', 'module_initializer', 'NoneType')
11693 ('/lib/ansible/module_utils/common/parameters.py', 'module_initializer', 'PASS_VARS')
11694 ('/lib/ansible/module_utils/common/parameters.py', 'module_initializer', 'PASS_BOOLS')
11695 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'arg')
11696 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'opt_dirs')
11697 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'required')
11698 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'sbin_paths')
11699 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'paths')
11700 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'd')
11701 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'bin_path')
11702 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'p')
11703 ('/lib/ansible/module_utils/common/process.py', 'get_bin_path', 'path')
11704 ('/lib/ansible/module_utils/common/process.py', 'module_initializer', '__metaclass__')
11705 ('/lib/ansible/module_utils/common/dict_transformations.py', 'value_is_list', 'camel_list')
11706 ('/lib/ansible/module_utils/common/dict_transformations.py', 'value_is_list', 'checked_list')
11707 ('/lib/ansible/module_utils/common/dict_transformations.py', 'value_is_list', 'item')
11708 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'camel_dict')
11709 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'reversible')
11710 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'ignore_list')
11711 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'snake_dict')
11712 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'k')
11713 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camel_dict_to_snake_dict', 'v')
11714 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camelize', 'complex_type')
11715 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camelize', 'capitalize_first')
11716 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camelize', 'new_type')
11717 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camelize', 'key')
11718 ('/lib/ansible/module_utils/common/dict_transformations.py', 'camelize', 'i')
11719 ('/lib/ansible/module_utils/common/dict_transformations.py', 'snake_dict_to_camel_dict', 'snake_dict')
11720 ('/lib/ansible/module_utils/common/dict_transformations.py', 'snake_dict_to_camel_dict', 'capitalize_first')
11721 ('/lib/ansible/module_utils/common/dict_transformations.py', '_snake_to_camel', 'snake')
11722 ('/lib/ansible/module_utils/common/dict_transformations.py', '_snake_to_camel', 'capitalize_first')
11723 ('/lib/ansible/module_utils/common/dict_transformations.py', 'prepend_underscore_and_lower', 'm')
11724 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 'name')
11725 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 'reversible')
11726 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 'upper_pattern')
11727 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 's1')
11728 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 'first_cap_pattern')
11729 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 'all_cap_pattern')
11730 ('/lib/ansible/module_utils/common/dict_transformations.py', '_camel_to_snake', 's2')
11731 ('/lib/ansible/module_utils/common/dict_transformations.py', 'dict_merge', 'a')
11732 ('/lib/ansible/module_utils/common/dict_transformations.py', 'dict_merge', 'b')
11733 ('/lib/ansible/module_utils/common/dict_transformations.py', 'dict_merge', 'result')
11734 ('/lib/ansible/module_utils/common/dict_transformations.py', 'dict_merge', 'k')
11735 ('/lib/ansible/module_utils/common/dict_transformations.py', 'dict_merge', 'v')
11736 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'dict1')
11737 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'dict2')
11738 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'left')
11739 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'k')
11740 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'v')
11741 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'right')
11742 ('/lib/ansible/module_utils/common/dict_transformations.py', 'recursive_diff', 'result')
11743 ('/lib/ansible/module_utils/common/dict_transformations.py', 'module_initializer', '__metaclass__')
11744 ('/lib/ansible/module_utils/common/json.py', '_is_unsafe', 'value')
11745 ('/lib/ansible/module_utils/common/json.py', '_is_vault', 'value')
11746 ('/lib/ansible/module_utils/common/json.py', '_preprocess_unsafe_encode', 'value')
11747 ('/lib/ansible/module_utils/common/json.py', '_preprocess_unsafe_encode', 'v')
11748 ('/lib/ansible/module_utils/common/json.py', '_preprocess_unsafe_encode', 'k')
11749 ('/lib/ansible/module_utils/common/json.py', '__init__', 'self')
11750 ('/lib/ansible/module_utils/common/json.py', '__init__', 'preprocess_unsafe')
11751 ('/lib/ansible/module_utils/common/json.py', '__init__', 'vault_to_text')
11752 ('/lib/ansible/module_utils/common/json.py', '__init__', 'kwargs')
11753 ('/lib/ansible/module_utils/common/json.py', 'default', 'self')
11754 ('/lib/ansible/module_utils/common/json.py', 'default', 'o')
11755 ('/lib/ansible/module_utils/common/json.py', 'default', 'value')
11756 ('/lib/ansible/module_utils/common/json.py', 'iterencode', 'self')
11757 ('/lib/ansible/module_utils/common/json.py', 'iterencode', 'o')
11758 ('/lib/ansible/module_utils/common/json.py', 'iterencode', 'kwargs')
11759 ('/lib/ansible/module_utils/common/json.py', 'module_initializer', '__metaclass__')
11760 ('/lib/ansible/module_utils/common/_utils.py', 'get_all_subclasses', 'cls')
11761 ('/lib/ansible/module_utils/common/_utils.py', 'get_all_subclasses', 'subclasses')
11762 ('/lib/ansible/module_utils/common/_utils.py', 'get_all_subclasses', 'to_visit')
11763 ('/lib/ansible/module_utils/common/_utils.py', 'get_all_subclasses', 'ssc')
11764 ('/lib/ansible/module_utils/common/_utils.py', 'get_all_subclasses', 'sc')
11765 ('/lib/ansible/module_utils/common/_utils.py', 'module_initializer', '__metaclass__')
11766 ('/lib/ansible/module_utils/common/validation.py', 'count_terms', 'terms')
11767 ('/lib/ansible/module_utils/common/validation.py', 'count_terms', 'module_parameters')
11768 ('/lib/ansible/module_utils/common/validation.py', 'check_mutually_exclusive', 'terms')
11769 ('/lib/ansible/module_utils/common/validation.py', 'check_mutually_exclusive', 'module_parameters')
